    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  344	899.10	0.0000	0.9930	0.9980	1.0000	0.0049	1.0000
  345	897.00	0.0000	0.9930	0.9980	1.0000	0.0050	1.0000
  346	899.90	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  347	900.90	0.0000	0.9930	0.9979	1.0000	0.0050	1.0000
  348	902.40	0.0000	0.9930	0.9979	1.0000	0.0049	1.0000
  349	900.60	0.0000	0.9930	0.9980	1.0000	0.0050	1.0000
  350	900.50	0.0000	0.9930	0.9979	1.0000	0.0050	1.0000
  351	900.50	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  352	896.60	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  353	897.50	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  354	900.20	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  355	898.30	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  356	896.90	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  357	899.50	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  358	900.40	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  359	899.50	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  360	897.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  361	900.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  362	904.30	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  363	901.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  364	901.50	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  365	899.70	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  366	900.00	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  367	901.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  368	899.10	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  369	899.90	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  370	901.20	0.0000	0.9933	0.9979	1.0000	0.0047	1.0000
  371	900.30	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
