    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  376	28.40	0.0000	0.9384	0.9383	1.0000	-0.0001	1.0000
  377	28.40	0.0000	0.9376	0.9376	1.0000	0.0000	1.0000
  378	28.40	0.0000	0.9369	0.9367	1.0000	-0.0002	1.0000
  379	28.50	0.0000	0.9356	0.9356	1.0000	-0.0001	1.0000
  380	28.40	0.0000	0.9339	0.9342	1.0000	0.0004	1.0000
  381	28.30	0.0000	0.9340	0.9340	1.0000	-0.0001	1.0000
  382	28.30	0.0000	0.9333	0.9332	1.0000	-0.0001	1.0000
  383	28.30	0.0000	0.9314	0.9314	1.0000	0.0000	1.0000
  384	28.40	0.0000	0.9313	0.9316	1.0000	0.0003	1.0000
  385	28.30	0.0000	0.9328	0.9328	1.0000	0.0001	1.0000
  386	28.30	0.0000	0.9330	0.9330	1.0000	-0.0000	1.0000
  387	28.40	0.0000	0.9311	0.9311	1.0000	0.0000	1.0000
  388	28.60	0.0000	0.9290	0.9291	1.0000	0.0000	1.0000
  389	28.50	0.0000	0.9300	0.9300	1.0000	0.0000	1.0000
  390	28.20	0.0000	0.9299	0.9300	1.0000	0.0001	1.0000
  391	28.60	0.0000	0.9305	0.9307	1.0000	0.0002	1.0000
  392	28.30	0.0000	0.9302	0.9305	1.0000	0.0003	1.0000
  393	29.10	0.0000	0.9319	0.9319	1.0000	0.0001	1.0000
  394	28.50	0.0000	0.9335	0.9333	1.0000	-0.0002	1.0000
  395	28.30	0.0000	0.9338	0.9338	1.0000	-0.0000	1.0000
  396	28.70	0.0000	0.9341	0.9345	1.0000	0.0004	1.0000
  397	28.70	0.0000	0.9352	0.9352	1.0000	-0.0000	1.0000
  398	28.10	0.0000	0.9354	0.9356	1.0000	0.0002	1.0000
  399	28.90	0.0000	0.9348	0.9346	1.0000	-0.0003	1.0000
  400	29.00	0.0000	0.9336	0.9337	1.0000	0.0001	1.0000
  401	28.80	0.0000	0.9323	0.9326	1.0000	0.0002	1.0000
  402	29.10	0.0000	0.9314	0.9315	1.0000	0.0001	1.0000
